NUMBER,CODE,SERIAL,NAME,FORM,TYPE1,TYPE2,CATEGORY,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA,HEIGHT,WEIGHT,HP,ATK,DEF,SP ATK,SP DEF,SPD,TOTAL
463,1,46301,Lickilicky,,Normal,,,Pink,Own Tempo,Oblivious,Cloud Nine,4,0,0,1.7,140,110,85,95,80,95,50,515
464,1,46401,Rhyperior,,Ground,Rock,,Grey,Lightning Rod,Solid Rock,Reckless,4,0,0,2.4,282.8,115,140,130,55,55,40,535
465,1,46501,Tangrowth,,Grass,,,Blue,Chlorophyll,Leaf Guard,Regenerator,4,0,0,2,128.6,100,100,125,110,50,50,535
466,1,46601,Electivire,,Electric,,,Yellow,Motor Drive,,Vital Spirit,4,0,0,1.8,138.6,75,123,67,95,85,95,540
467,1,46701,Magmortar,,Fire,,,Red,Flame Body,,Vital Spirit,4,0,0,1.6,68,75,95,67,125,95,83,540
468,1,46801,Togekiss,,Fairy,Flying,,White,Hustle,Serene Grace,Super Luck,4,0,0,1.5,38,85,50,95,120,115,80,545
469,1,46901,Yanmega,,Bug,Flying,,Green,Speed Boost,Tinted Lens,Frisk,4,0,0,1.9,51.5,86,76,86,116,56,95,515
470,1,47001,Leafeon,,Grass,,,Green,Leaf Guard,,Chlorophyll,4,0,0,1,25.5,65,110,130,60,65,95,525
471,1,47101,Glaceon,,Ice,,,Blue,Snow Cloak,,Ice Body,4,0,0,0.8,25.9,65,60,110,130,95,65,525
472,1,47201,Gliscor,,Ground,Flying,,Purple,Hyper Cutter,Sand Veil,Poison Heal,4,0,0,2,42.5,75,95,125,45,75,95,510
473,1,47301,Mamoswine,,Ice,Ground,,Brown,Oblivious,Snow Cloak,Thick Fat,4,0,0,2.5,291,110,130,80,70,60,80,530
474,1,47401,Porygon-Z,,Normal,,,Red,Adaptability,Download,Analytic,4,0,0,0.9,34,85,80,70,135,75,90,535
475,1,47501,Gallade,,Psychic,Fighting,,White,Steadfast,,Justified,4,0,0,1.6,52,68,125,65,65,115,80,518
475,2,47502,Gallade,Mega Gallade,Psychic,Fighting,,White,Inner Focus,,,4,0,1,1.6,56.4,68,165,95,65,115,110,618
476,1,47601,Probopass,,Rock,Steel,,Grey,Sturdy,Magnet Pull,Sand Force,4,0,0,1.4,340,60,55,145,75,150,40,525
477,1,47701,Dusknoir,,Ghost,,,Black,Pressure,,Frisk,4,0,0,2.2,106.6,45,100,135,65,135,45,525
478,1,47801,Froslass,,Ice,Ghost,,White,Snow Cloak,,Cursed Body,4,0,0,1.3,26.6,70,80,70,80,70,110,480
479,1,47901,Rotom,,Electric,Ghost,,Red,Levitate,,,4,0,0,0.3,0.3,50,50,77,95,77,91,440
479,2,47902,Rotom,Heat,Electric,Fire,,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520
479,3,47903,Rotom,Wash,Electric,Water,,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520
479,4,47904,Rotom,Frost,Electric,Ice,,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520
479,5,47905,Rotom,Fan,Electric,Flying,,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520
479,6,47906,Rotom,Mow,Electric,Grass,,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520
480,1,48001,Uxie,,Psychic,,,Yellow,Levitate,,,4,1,0,0.3,0.3,75,75,130,75,130,95,580
481,1,48101,Mesprit,,Psychic,,,Pink,Levitate,,,4,1,0,0.3,0.3,80,105,105,105,105,80,580
482,1,48201,Azelf,,Psychic,,,Blue,Levitate,,,4,1,0,0.3,0.3,75,125,70,125,70,115,580
483,1,48301,Dialga,Altered Forme,Steel,Dragon,,Blue,Pressure,,Telepathy,4,1,0,5.4,683,100,120,120,150,100,90,680
483,2,48302,Dialga,Origin Forme,Steel,Dragon,,Blue,Pressure,,Telepathy,8,1,0,7,850,100,100,120,150,120,90,680
484,1,48401,Palkia,Altered Forme,Water,Dragon,,White,Pressure,,Telepathy,4,1,0,4.2,336,90,120,100,150,120,100,680
484,2,48402,Palkia,Origin Forme,Water,Dragon,,White,Pressure,,Telepathy,8,1,0,6.3,660,90,100,100,150,120,120,680
485,1,48501,Heatran,,Fire,Steel,,Brown,Flash Fire,,Flame Body,4,1,0,1.7,430,91,90,106,130,106,77,600
486,1,48601,Regigigas,,Normal,,,White,Slow Start,,,4,1,0,3.7,420,110,160,110,80,110,100,670
487,1,48701,Giratina,Altered Forme,Ghost,Dragon,,Black,Pressure,,Telepathy,4,1,0,4.5,750,150,100,120,100,120,90,680
487,2,48702,Giratina,Origin Forme,Ghost,Dragon,,Black,Levitate,,,4,1,0,6.9,650,150,120,100,120,100,90,680
488,1,48801,Cresselia,,Psychic,,,Yellow,Levitate,,,4,1,0,1.5,85.6,120,70,120,75,130,85,600
489,1,48901,Phione,,Water,,,Blue,Hydration,,,4,1,0,0.4,3.1,80,80,80,80,80,80,480
490,1,49001,Manaphy,,Water,,,Blue,Hydration,,,4,1,0,0.3,1.4,100,100,100,100,100,100,600
491,1,49101,Darkrai,,Dark,,,Black,Bad Dreams,,,4,1,0,1.5,50.5,70,90,90,135,90,125,600
492,1,49201,Shaymin,Land Forme,Grass,,,Green,Natural cure,,,4,1,0,0.2,2.1,100,100,100,100,100,100,600
492,2,49202,Shaymin,Sky Forme,Grass,Flying,,Green,Serene Grace,,,4,1,0,0.4,5.2,100,103,75,120,75,127,600
493,1,49301,Arceus,Normal Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,2,49302,Arceus,Bug Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,3,49303,Arceus,Dark Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,4,49304,Arceus,Dragon Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,5,49305,Arceus,Electric Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,6,49306,Arceus,Fairy Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,7,49307,Arceus,Fighting Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,8,49308,Arceus,Fire Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,9,49309,Arceus,Flying Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,10,49310,Arceus,Ghost Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,11,49311,Arceus,Grass Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,12,49312,Arceus,Ground Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,13,49313,Arceus,Ice Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,14,49314,Arceus,Poison Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,15,49315,Arceus,Psychic Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,16,49316,Arceus,Rock Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,17,49317,Arceus,Steel Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
493,18,49318,Arceus,Water Type,Normal,,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720
494,1,49401,Victini,,Psychic,Fire,,Yellow,Victory Star,,,5,1,0,0.4,4,100,100,100,100,100,100,600
495,1,49501,Snivy,,Grass,,,Green,Overgrow,,Contrary,5,0,0,0.6,8.1,45,45,55,45,55,63,308
496,1,49601,Servine,,Grass,,,Green,Overgrow,,Contrary,5,0,0,0.8,16,60,60,75,60,75,83,413
497,1,49701,Serperior,,Grass,,,Green,Overgrow,,Contrary,5,0,0,3.3,63,75,75,95,75,95,113,528
498,1,49801,Tepig,,Fire,,,Red,Blaze,,Thick Fat,5,0,0,0.5,9.9,65,63,45,45,45,45,308
499,1,49901,Pignite,,Fire,Fighting,,Red,Blaze,,Thick Fat,5,0,0,1,55.5,90,93,55,70,55,55,418
500,1,50001,Emboar,,Fire,Fighting,,Red,Blaze,,Reckless,5,0,0,1.6,150,110,123,65,100,65,65,528
501,1,50101,Oshawott,,Water,,,Blue,Torrent,,Shell Armor,5,0,0,0.5,5.9,55,55,45,63,45,45,308
502,1,50201,Dewott,,Water,,,Blue,Torrent,,Shell Armor,5,0,0,0.8,24.5,75,75,60,83,60,60,413
503,1,50301,Samurott,Unovan,Water,,,Blue,Torrent,,Shell Armor,5,0,0,1.5,94.6,95,100,85,108,70,70,528
503,2,50302,Samurott,Hisuian,Water,Dark,,Blue,Torrent,,Sharpness,8,0,0,1.5,58.2,90,108,80,100,65,85,528
504,1,50401,Patrat,,Normal,,,Brown,Run Away,Keen Eye,Analytic,5,0,0,0.5,11.6,45,55,39,35,39,42,255
505,1,50501,Watchog,,Normal,,,Brown,Illuminate,Keen Eye,Analytic,5,0,0,1.1,27,60,85,69,60,69,77,420
506,1,50601,Lillipup,,Normal,,,Brown,Vital Spirit,Pickup,Run Away,5,0,0,0.4,4.1,45,60,45,25,45,55,275
507,1,50701,Herdier,,Normal,,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,0.9,14.7,65,80,65,35,65,60,370
508,1,50801,Stoutland,,Normal,,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,1.2,61,85,110,90,45,90,80,500
509,1,50901,Purrloin,,Dark,,,Purple,Limber,Unburden,Prankster,5,0,0,0.4,10.1,41,50,37,50,37,66,281
510,1,51001,Liepard,,Dark,,,Purple,Limber,Unburden,Prankster,5,0,0,1.1,37.5,64,88,50,88,50,106,446
511,1,51101,Pansage,,Grass,,,Green,Gluttony,,Overgrow,5,0,0,0.6,10.5,50,53,48,53,48,64,316
512,1,51201,Simisage,,Grass,,,Green,Gluttony,,Overgrow,5,0,0,1.1,30.5,75,98,63,98,63,101,498
513,1,51301,Pansear,,Fire,,,Red,Gluttony,,Blaze,5,0,0,0.6,11,50,53,48,53,48,64,316
514,1,51401,Simisear,,Fire,,,Red,Gluttony,,Blaze,5,0,0,1,28,75,98,63,98,63,101,498
515,1,51501,Panpour,,Water,,,Blue,Gluttony,,Torrent,5,0,0,0.6,13.5,50,53,48,53,48,64,316
516,1,51601,Simipour,,Water,,,Blue,Gluttony,,Torrent,5,0,0,1,29,75,98,63,98,63,101,498
517,1,51701,Munna,,Psychic,,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,0.6,23.3,76,25,45,67,55,24,292
518,1,51801,Musharna,,Psychic,,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,1.1,60.5,116,55,85,107,95,29,487
519,1,51901,Pidove,,Normal,Flying,,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.3,2.1,50,55,50,36,30,43,264
520,1,52001,Tranquill,,Normal,Flying,,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.6,15,62,77,62,50,42,65,358
521,1,52101,Unfezant,,Normal,Flying,,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,1.2,29,80,115,80,65,55,93,488
522,1,52201,Blitzle,,Electric,,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,0.8,29.8,45,60,32,50,32,76,295
523,1,52301,Zebstrika,,Electric,,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,1.6,79.5,75,100,63,80,63,116,497
524,1,52401,Roggenrola,,Rock,,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.4,18,55,75,85,25,25,15,280
525,1,52501,Boldore,,Rock,,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.9,102,70,105,105,50,40,20,390
526,1,52601,Gigalith,,Rock,,,Blue,Sturdy,Sand Stream,Sand Force,5,0,0,1.7,260,85,135,130,60,80,25,515
527,1,52701,Woobat,,Psychic,Flying,,Blue,Unaware,Klutz,Simple,5,0,0,0.4,2.1,65,45,43,55,43,72,323
528,1,52801,Swoobat,,Psychic,Flying,,Blue,Unaware,Klutz,Simple,5,0,0,0.9,10.5,67,57,55,77,55,114,425
529,1,52901,Drilbur,,Ground,,,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.3,8.5,60,85,40,30,45,68,328
530,1,53001,Excadrill,,Ground,Steel,,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.7,40.4,110,135,60,50,65,88,508
531,1,53101,Audino,,Normal,,,Pink,Healer,Regenerator,Klutz,5,0,0,1.1,31,103,60,86,60,86,50,445
531,2,53102,Audino,Mega Audino,Normal,Fairy,,White,Healer,,,5,0,1,1.5,32,103,60,126,80,126,50,545
532,1,53201,Timburr,,Fighting,,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,0.6,12.5,75,80,55,25,35,35,305
533,1,53301,Gurdurr,,Fighting,,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,1.2,40,85,105,85,40,50,40,405
534,1,53401,Conkeldurr,,Fighting,,,Brown,Guts,Sheer Force,Iron Fist,5,0,0,1.4,87,105,140,95,55,65,45,505
535,1,53501,Tympole,,Water,,,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.5,4.5,50,50,40,50,40,64,294
536,1,53601,Palpitoad,,Water,Ground,,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.8,17,75,65,55,65,55,69,384
537,1,53701,Seismitoad,,Water,Ground,,Blue,Swift Swim,Poison Touch,Water Absorb,5,0,0,1.5,62,105,95,75,85,75,74,509
538,1,53801,Throh,,Fighting,,,Red,Guts,Inner Focus,Mold Breaker,5,0,0,1.3,55.5,120,100,85,30,85,45,465
539,1,53901,Sawk,,Fighting,,,Blue,Sturdy,Inner Focus,Mold Breaker,5,0,0,1.4,51,75,125,75,30,75,85,465
540,1,54001,Sewaddle,,Bug,Grass,,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,0.3,2.5,45,53,70,40,60,42,310
541,1,54101,Swadloon,,Bug,Grass,,Green,Leaf guard,Chlorophyll,Overcoat,5,0,0,0.5,7.3,55,63,90,50,80,42,380
542,1,54201,Leavanny,,Bug,Grass,,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,1.2,20.5,75,103,80,70,80,92,500
543,1,54301,Venipede,,Bug,Poison,,Red,Poison Point,Swarm,Speed Boost,5,0,0,0.4,5.3,30,45,59,30,39,57,260
544,1,54401,Whirlipede,,Bug,Poison,,Grey,Poison Point,Swarm,Speed Boost,5,0,0,1.2,58.5,40,55,99,40,79,47,360
545,1,54501,Scolipede,,Bug,Poison,,Red,Poison Point,Swarm,Speed Boost,5,0,0,1.5,200.5,60,100,89,55,69,112,485
546,1,54601,Cottonee,,Grass,Fairy,,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.3,0.6,40,27,60,37,50,66,280
547,1,54701,Whimsicott,,Grass,Fairy,,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.7,6.6,60,67,85,77,75,116,480
548,1,54801,Petilil,,Grass,,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,0.5,6.6,45,35,50,70,50,30,280
549,1,54901,Lilligant,Unovan,Grass,,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,1.1,16.3,70,60,75,110,75,90,480
549,2,54902,Lilligant,Hisuian,Grass,Fighting,,Green,Chlorophyll,Hustle,Leaf Guard,8,0,0,1.2,19.2,70,105,75,50,75,105,480
550,1,55001,Basculin,Red-Striped,Water,,,Green,Reckless,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460
550,2,55002,Basculin,Blue-Striped,Water,,,Green,Rock Head,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460
550,3,55003,Basculin,White-Striped,Water,,,Green,Rattled,Adaptability,Mold Breaker,8,0,0,1,18,70,92,65,80,55,98,460
551,1,55101,Sandile,,Ground,Dark,,Brown,Intimidate,Moxie,Anger Point,5,0,0,0.7,15.2,50,72,35,35,35,65,292
552,1,55201,Krokorok,,Ground,Dark,,Brown,Intimidate,Moxie,Anger Point,5,0,0,1,33.4,60,82,45,45,45,74,351
553,1,55301,Krookodile,,Ground,Dark,,Red,Intimidate,Moxie,Anger Point,5,0,0,1.5,96.3,95,117,80,65,70,92,519
554,1,55401,Darumaka,Unovan,Fire,,,Red,Hustle,,Inner Focus,5,0,0,0.6,37.5,70,90,45,15,45,50,315
554,2,55402,Darumaka,Galarian,Ice,,,White,Hustle,,Inner Focus,8,0,0,0.7,40,70,90,45,15,45,50,315
555,1,55501,Darmanitan,Unovan Standard Mode,Fire,,,Red,Sheer Force,,Zen Mode,5,0,0,1.3,92.9,105,140,55,30,55,95,480
555,2,55502,Darmanitan,Unovan Zen Mode,Fire,Psychic,,White,Zen Mode,,,5,0,0,1.3,92.9,105,30,105,140,105,55,540
555,3,55503,Darmanitan,Galarian Standard Mode,Ice,,,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120,105,140,55,30,55,95,480
555,4,55504,Darmanitan,Galarian Zen Mode,Ice,Fire,,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120,105,160,55,30,55,135,540
556,1,55601,Maractus,,Grass,,,Green,Water Absorb,Chlorophyll,Storm Drain,5,0,0,1,28,75,86,67,106,67,60,461
557,1,55701,Dwebble,,Bug,Rock,,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,0.3,14.5,50,65,85,35,35,55,325
558,1,55801,Crustle,,Bug,Rock,,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,1.4,200,70,105,125,65,75,45,485
559,1,55901,Scraggy,,Dark,Fighting,,Yellow,Shed Skin,Moxie,Intimidate,5,0,0,0.6,11.8,50,75,70,35,70,48,348
560,1,56001,Scrafty,,Dark,Fighting,,Red,Shed Skin,Moxie,Intimidate,5,0,0,1.1,30,65,90,115,45,115,58,488
561,1,56101,Sigilyph,,Psychic,Flying,,Black,Wonder Skin,Magic Guard,Tinted Lens,5,0,0,1.4,14,72,58,80,103,80,97,490
562,1,56201,Yamask,Unovan,Ghost,,,Black,Mummy,,,5,0,0,0.5,1.5,38,30,85,55,65,30,303
562,2,56202,Yamask,Galarian,Ghost,Ground,,Black,Wandering Spirit,,,8,0,0,0.5,1.5,38,55,85,30,65,30,303
563,1,56301,Cofagrigus,,Ghost,,,Yellow,Mummy,,,5,0,0,1.7,76.5,58,50,145,95,105,30,483
564,1,56401,Tirtouga,,Water,Rock,,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,0.7,16.5,54,78,103,53,45,22,355
565,1,56501,Carracosta,,Water,Rock,,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,1.2,81,74,108,133,83,65,32,495
566,1,56601,Archen,,Rock,Flying,,Yellow,Defeatist,,,5,0,0,0.5,9.5,55,112,45,74,45,70,401
567,1,56701,Archeops,,Rock,Flying,,Yellow,Defeatist,,,5,0,0,1.4,32,75,140,65,112,65,110,567
568,1,56801,Trubbish,,Poison,,,Green,Stench,Sticky Hold,Aftermath,5,0,0,0.6,31,50,50,62,40,62,65,329
569,1,56901,Garbodor,,Poison,,,Green,Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474
569,2,56902,Garbodor,Gigantamax,Poison,,,Green,Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474
570,1,57001,Zorua,Unovan,Dark,,,Grey,Illusion,,,5,0,0,0.7,12.5,40,65,40,80,40,65,330
570,2,57002,Zorua,Hisuian,Normal,Ghost,,White,Illusion,,,8,0,0,0.7,12.5,35,60,40,85,40,70,330
571,1,57101,Zoroark,Unovan,Dark,,,Grey,Illusion,,,5,0,0,1.6,81.1,60,105,60,120,60,105,510
571,2,57102,Zoroark,Hisuian,Normal,Ghost,,White,Illusion,,,8,0,0,1.6,73,55,100,60,125,60,110,510
572,1,57201,Minccino,,Normal,,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.4,5.8,55,50,40,40,40,75,300
573,1,57301,Cinccino,,Normal,,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.5,7.5,75,95,60,65,60,115,470
574,1,57401,Gothita,,Psychic,,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.4,5.8,45,30,50,55,65,45,290
575,1,57501,Gothorita,,Psychic,,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.7,18,60,45,70,75,85,55,390
576,1,57601,Gothitelle,,Psychic,,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,1.5,44,70,55,95,95,110,65,490
577,1,57701,Solosis,,Psychic,,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.3,1,45,30,40,105,50,20,290
578,1,57801,Duosion,,Psychic,,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.6,8,65,40,50,125,60,30,370
579,1,57901,Reuniclus,,Psychic,,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,1,20.1,110,65,75,125,85,30,490
580,1,58001,Ducklett,,Water,Flying,,Blue,Keen Eye,Big Pecks,Hydration,5,0,0,0.5,5.5,62,44,50,44,50,55,305
581,1,58101,Swanna,,Water,Flying,,White,Keen Eye,Big Pecks,Hydration,5,0,0,1.3,24.2,75,87,63,87,63,98,473
582,1,58201,Vanillite,,Ice,,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,0.4,5.7,36,50,50,65,60,44,305
583,1,58301,Vanillish,,Ice,,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,1.1,41,51,65,65,80,75,59,395
584,1,58401,Vanilluxe,,Ice,,,White,Ice Body,Snow Warning,Weak Armor,5,0,0,1.3,57.5,71,95,85,110,95,79,535
585,1,58501,Deerling,Spring,Normal,Grass,,Pink,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
585,2,58502,Deerling,Summer,Normal,Grass,,Green,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
585,3,58503,Deerling,Autumn,Normal,Grass,,Orange,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
585,4,58504,Deerling,Winter,Normal,Grass,,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
586,1,58601,Sawsbuck,Spring,Normal,Grass,,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
586,2,58602,Sawsbuck,Summer,Normal,Grass,,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
586,3,58603,Sawsbuck,Autumn,Normal,Grass,,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
586,4,58604,Sawsbuck,Winter,Normal,Grass,,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
587,1,58701,Emolga,,Electric,Flying,,White,Static,,Motor drive,5,0,0,0.4,5,55,75,60,75,60,103,428
588,1,58801,Karrablast,,Bug,,,Blue,Swarm,Shed Skin,No Guard,5,0,0,0.5,5.9,50,75,45,40,45,60,315
589,1,58901,Escavalier,,Bug,Steel,,Grey,Swarm,Shell Armor,Overcoat,5,0,0,1,33,70,135,105,60,105,20,495
590,1,59001,Foongus,,Grass,Poison,,White,Effect Spore,,Regenerator,5,0,0,0.2,1,69,55,45,55,55,15,294
591,1,59101,Amoonguss,,Grass,Poison,,White,Effect Spore,,Regenerator,5,0,0,0.6,10.5,114,85,70,85,80,30,464
592,1,59201,Frillish,,Water,Ghost,,White,Water Absorb,Cursed Body,Damp,5,0,0,1.2,33,55,40,50,65,85,40,335
593,1,59301,Jellicent,,Water,Ghost,,White,Water Absorb,Cursed Body,Damp,5,0,0,2.2,135,100,60,70,85,105,60,480
594,1,59401,Alomomola,,Water,,,Pink,Healer,Hydration,Regenerator,5,0,0,1.2,31.6,165,75,80,40,45,65,470
595,1,59501,Joltik,,Bug,Electric,,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.1,0.6,50,47,50,57,50,65,319
596,1,59601,Galvantula,,Bug,Electric,,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.8,14.3,70,77,60,97,60,108,472
597,1,59701,Ferroseed,,Grass,Steel,,Grey,Iron Barbs,,,5,0,0,0.6,18.8,44,50,91,24,86,10,305
598,1,59801,Ferrothorn,,Grass,Steel,,Grey,Iron Barbs,,Anticipation,5,0,0,1,110,74,94,131,54,116,20,489
599,1,59901,Klink,,Steel,,,Grey,Plus,Minus,Clear Body,5,0,0,0.3,21,40,55,70,45,60,30,300
600,1,60001,Klang,,Steel,,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,51,60,80,95,70,85,50,440
601,1,60101,Klinklang,,Steel,,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,81,60,100,115,70,85,90,520
602,1,60201,Tynamo,,Electric,,,White,Levitate,,,5,0,0,0.2,0.3,35,55,40,45,40,60,275
603,1,60301,Eelektrik,,Electric,,,Blue,Levitate,,,5,0,0,1.2,22,65,85,70,75,70,40,405
604,1,60401,Eelektross,,Electric,,,Blue,Levitate,,,5,0,0,2.1,80.5,85,115,80,105,80,50,515
605,1,60501,Elgyem,,Psychic,,,Blue,Telepathy,Synchronize,Analytic,5,0,0,0.5,9,55,55,55,85,55,30,335
606,1,60601,Beheeyem,,Psychic,,,Brown,Telepathy,Synchronize,Analytic,5,0,0,1,34.5,75,75,75,125,95,40,485
607,1,60701,Litwick,,Ghost,Fire,,White,Flash Fire,Flame Body,Infiltrator,5,0,0,0.3,3.1,50,30,55,65,55,20,275
608,1,60801,Lampent,,Ghost,Fire,,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,0.6,13,60,40,60,95,60,55,370
609,1,60901,Chandelure,,Ghost,Fire,,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,1,34.3,60,55,90,145,90,80,520
610,1,61001,Axew,,Dragon,,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,0.6,18,46,87,60,30,40,57,320
611,1,61101,Fraxure,,Dragon,,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,1,36,66,117,70,40,50,67,410
612,1,61201,Haxorus,,Dragon,,,Yellow,Rivalry,Mold Breaker,Unnerve,5,0,0,1.8,105.5,76,147,90,60,70,97,540
613,1,61301,Cubchoo,,Ice,,,White,Snow Cloak,Slush Rush,Rattled,5,0,0,0.5,8.5,55,70,40,60,40,40,305
614,1,61401,Beartic,,Ice,,,White,Snow Cloak,Slush Rush,Swift Swim,5,0,0,2.6,260,95,130,80,70,80,50,505
615,1,61501,Cryogonal,,Ice,,,Blue,Levitate,,,5,0,0,1.1,148,80,50,50,95,135,105,515
616,1,61601,Shelmet,,Bug,,,Red,Hydration,Shell Armor,Overcoat,5,0,0,0.4,7.7,50,40,85,40,65,25,305
617,1,61701,Accelgor,,Bug,,,Red,Hydration,Sticky Hold,Unburden,5,0,0,0.8,25.3,80,70,40,100,60,145,495
618,1,61801,Stunfisk,Unovan,Electric,Ground,,Brown,Static,Limber,Sand Veil,5,0,0,0.7,11,109,66,84,81,99,32,471
618,2,61802,Stunfisk,Galarian,Ground,Steel,,Green,Mimicry,,,8,0,0,0.7,20.5,109,81,99,66,84,32,471
619,1,61901,Mienfoo,,Fighting,,,Yellow,Inner Focus,Regenerator,Reckless,5,0,0,0.9,20,45,85,50,55,50,65,350
